"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: LOVING"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"LIZZY STATE 23-26-28B",61027,08," ",278051,490544,0,0
"LIZZY STATE 23-26-28C",61260,08," ",282159,434494,0,0
"LIZZY STATE 23-26-28D",61261,08," ",304565,475570,0,0
"LIZZY STATE 23-26-28E",61028,08," ",343586,531647,0,0
"LIZZY STATE 23-26-28F",61029,08," ",304782,496573,0,0
LONESTAR,210875,08," 1",0,0,20295,0
"LONESTAR 84-TTT-B33 WF",54718,08," ",203773,726135,0,0
"LONGHORN 55-1-30 UNIT",284593,08," 1H",0,0,2012189,396401
"LONGHORN 55-1-30 UNIT",286220,08," 2H",0,0,1907914,390401
"LONGHORN 55-1-30 UNIT",288638,08," 3H",0,0,1680482,356636
"LONGHORN 55-1-30 UNIT",289796,08," 4H",0,0,1672686,295314
"LOS VAQUEROS UNIT 1",61427,08," ",0,0,0,0
"LOS VAQUEROS UNIT 2",61042,08," ",394197,798008,0,0
"LOS VAQUEROS UNIT 3",61031,08," ",380019,642200,0,0
"LOS VAQUEROS UNIT 4",61030,08," ",380791,717126,0,0
"LOUISE WHEAT UNIT",33221,08," ",6724,0,0,0
"LOVING 'AY' FEE",35307,08," ",0,456,0,0
"LOVING 'AY' FEE OIL UNIT",35380,08," ",176,203,0,0
"LOVING -AD- FEE",18191,08," ",0,0,0,0
"LOVING -AG- FEE",19247,08," ",0,0,0,0
"LOVING -AY- FEE OIL UNIT",31644,08," ",0,0,0,0
"LOVING -B- FEE",11537,08," ",743,0,0,0
"LOVING -D- FEE",13154,08," ",231,0,0,0
"LOVING -F- FEE",13804,08," ",0,0,0,0
"LOVING AM FEE",38262,08," ",4183,0,0,0
"LOVING BA FEE",38263,08," ",4374,0,0,0
"LOVING FEE",38259,08," ",791,0,0,0
"LOVING FEE -87-",31347,08," ",0,0,0,0
"LOVING FEE -A-",38261,08," ",8691,0,0,0
LOVING-BE-FEE,32543,08," ",75,0,0,0
"LOWE 74 UNIT",292869,08," 63H",0,0,3453455,197936
"LOWE 74 UNIT",292870,08," 72H",0,0,4174554,231363
"LOWE 74 UNIT",292924,08," 61H",0,0,2536352,106931
"LUCKY STRIKE 28-20",47224,08," ",148990,264687,0,0
LUDEMAN,48467,08," ",426622,1038938,0,0
"LUDEMAN  OG",52010,08," ",18673,28148,0,0
"LUDEMAN ""7-26""",101720,08," 2",0,0,286733,0
"LUDEMAN 22",215284,08," 1",0,0,376200,549
"LUDEMAN 2512 A",53547,08," ",713610,887847,0,0
"LUDEMAN 2512 B",292433,08," 2H",0,0,1108677,401802
"LUDEMAN 2512 B",53548,08," ",0,0,0,0
"LUDEMAN 2512 C",292434,08," 3H",0,0,584292,472122
"LUDEMAN 2512 C",53549,08," ",0,0,0,0
"LUDEMAN 2512 D",292435,08," 4H",0,0,568172,225742
"LUDEMAN 2512 D",53588,08," ",0,0,0,0
"LUDEMAN 2512 E",292437,08," 1201H",0,0,887836,485722
"LUDEMAN 2512 E",53563,08," ",0,0,0,0
"LUDEMAN A",45358,08," ",170891,213627,0,0
"LUDEMAN A",49557,08," ",148755,186834,0,0
"LUDEMAN A 2525",52721,08," ",0,0,0,0
"LUDEMAN B",46424,08," ",48833,78853,0,0
"LUDEMAN B",46496,08," ",37938,58799,0,0
"LUDEMAN B 2525",52628,08," ",229192,426485,0,0
"LUDEMAN C",47142,08," ",70501,97381,0,0
"LUDEMAN C",49201,08," ",182931,269732,0,0
"LUDEMAN D",46971,08," ",2558708,3946242,0,0
"LUDEMAN E",50777,08," ",175024,244194,0,0
"LUDEMAN F",48279,08," ",3035,7539,0,0
"LUDEMAN F",48458,08," ",75627,112889,0,0
"LUDEMAN F",53764,08," ",100483,221761,0,0
"LUDEMAN G",47772,08," ",635938,1209341,0,0
"LUDEMAN I",49452,08," ",171006,434391,0,0
"LUDEMAN I WC",49215,08," ",787192,655568,0,0
"LUDEMAN K",59316,08," ",95823,150400,0,0
"LUDEMAN OH",52073,08," ",34883,34506,0,0
"LUDEMAN V",59315,08," ",1723,17919,0,0
"MABEL J ""40""",35878,08," ",0,0,0,0
"MADERA 26-76 ""A""",35847,08," ",122,0,0,0
"MADERA, MALCOLM R. ET AL",091428,08," 1",0,0,842792,0
"MAGIC SWD",54750,08," ",0,0,0,0
"MAGNOLIA 55-2-1 UNIT",282326,08," 1H",0,0,1939227,618534
"MAGNOLIA 55-2-1 UNIT",291496,08," 13H",0,0,2049149,608262
"MAGNOLIA 55-2-1 UNIT",291505,08," 82H",0,0,1606168,345549
"MAGNUS LARSON 04-TTT-B02",51696,08," ",229764,847076,0,0
"MAGNUS LARSON 04-TTT-B02",56647,08," ",75952,857913,0,0
"MAGNUS LARSON 04-TTT-B02 WF",54140,08," ",175941,859653,0,0
"MAGPIE UNIT",289313,08," P103H",0,0,164231,64012
"MAGPIE UNIT",289314,08," P101H",0,0,151971,69024
"MAGPIE UNIT",289319,08," P105H",0,0,140132,40235
"MAGPIE UNIT",289320,08," P107H",0,0,274220,97417
"MAGPIE UNIT",289321,08," P106H",0,0,408682,101410
"MAGPIE UNIT",289322,08," P108H",0,0,460870,85491
"MAGPIE UNIT",289323,08," P109H",0,0,403995,127368
"MAGPIE UNIT",289381,08," P112H",0,0,400845,109000
"MAGPIE UNIT",289382,08," P115H",0,0,491142,106750
"MAGPIE UNIT",289632,08," P114H",0,0,468702,117242
"MAGPIE UNIT",47094,08," ",108764,494690,0,0
"MAHOGANY 13-24-56-1A",290420,08," 421H",0,0,2465041,421784
"MAHOGANY 13-24-56-1B",290363,08," 411H",0,0,2509798,558108
"MAHOGANY 13-24-56-1C",290419,08," 422H",0,0,2436394,381567
"MAHOGANY 13-24-56-1D",290442,08," 412H",0,0,2386978,480219
"MAHOGANY 13-24-56-1E",290432,08," 423H",0,0,2223599,368734
"MAHOGANY 13-24-56-1F",290433,08," 413H",0,0,2689451,516288
"MAHOGANY 24-13H-56-1",291832,08," 331H",0,0,2629972,420693
"MAHOGANY 24-13I-56-1",291835,08," 332H",0,0,2416485,341469
"MAHOGANY 24-13J-56-1",292108,08," 333RD",0,0,2174242,342246
"MAHOGANY 24-13J-56-1",295012,08," 333H",0,0,0,0
"MAHOGANY 24-13K-56-1",292095,08," 324H",0,0,1258872,344588
"MAHOGANY 24-13L-56-1",293675,08," 335H",0,0,1286460,231044
"MAHOGANY 24-13M-56-1",293643,08," 336H",0,0,1567235,270587
"MAHOGANY 24-13N-56-1",293554,08," 325H",0,0,859184,230301
"MAHOGANY 24-13O-56-1",291873,08," 321H",0,0,1650477,408506
"MAHOGANY 24-13P-56-1",291836,08," 322H",0,0,1078747,271472
"MAHOGANY 24-13Q-56-1",293728,08," 323H",0,0,513238,141271
"MAIZE & BLUE SWD",55360,08," ",0,0,0,0
"MALLARD 76-8-3",59175,08," ",0,0,0,0
"MAMMOTH 54-1-18-19 C",59422,08," ",0,0,0,0
"MAMMOTH 54-1-18-19 D",59421,08," ",0,0,0,0
"MAMMOTH 54-1-18-19 E",59277,08," ",0,0,0,0
"MAMMOTH 54-1-18-19 F",59259,08," ",0,0,0,0
"MAMMOTH 54-1-18-19 H",299713,08," 21H",0,0,1583657,189559
"MAMMOTH 54-1-18-19 I",63526,08," ",324062,1318560,0,0
"MAMMOTH 54-1-18-19 J",300305,08," 141H",0,0,1332497,294246
"MAMMOTH 54-1-18-19 K",299770,08," 22H",0,0,1592063,284256
"MAMMOTH 54-1-18-19 L",293626,08," 54H",0,0,343586,187823
"MAMMOTH 54-1-18-19 M",63792,08," ",443473,1464571,0,0
"MAMMOTH 54-1-18-19 N",63638,08," ",368007,1205077,0,0
"MAMMOTH 54-1-18-19 O",299740,08," 23HR",0,0,1687304,313769
"MAMMOTH 54-1-18-19 P",63639,08," ",439587,1533774,0,0
"MAMMOTH 54-1-18-19 Q",64917,08," ",120028,281139,0,0
"MAMMOTH 54-1-18-19 S",64884,08," ",74294,178976,0,0
"MAMMOTH 54-1-18-19 U",64842,08," ",121701,290189,0,0
"MANDARINA 29-0-48-1 A",60413,08," ",485458,841981,0,0
"MANDARINA 29-0-48-1 B",60414,08," ",470258,767742,0,0
"MANDARINA 29-0-48-1 C",60415,08," ",337433,778432,0,0
"MANDARINA 29-0-48-1 D",60416,08," ",324623,644001,0,0
"MANDARINA 29-0-48-1 E",60417,08," ",370363,646851,0,0
MANGASLAG-TXL,12558,08," ",0,0,0,0
MARMADUKE,28708,08," ",0,0,0,0
"MARSH 81-TTT-B33 WF SA",55985,08," ",90738,705508,0,0
"MARSH 81-TTT-B33 WF SA A",55211,08," ",449529,3024341,0,0
"MARSH 81-TTT-B33 WF SA B",55212,08," ",296677,3385104,0,0
"MARY SWAIN HARRELL",298626,08," 1H",0,0,2879752,155565
"MARY SWAIN HARRELL",298627,08," 2H",0,0,2310238,352562
"MARY SWAIN HARRELL",298628,08," 3H",0,0,3301890,203407
"MARY SWAIN HARRELL",299769,08," 4H",0,0,1563977,70946
"MARY SWAIN HARRELL WEST",299607,08," 6H",0,0,1854467,241187
"MARY SWAIN HARRELL WEST",299609,08," 7H",0,0,2371239,84339
"MARY SWAIN HARRELL WEST",299651,08," 5H",0,0,2528934,132614
"MAUNA LOA 29-27 UNIT",52742,08," ",1324110,2235109,0,0
"MCELVAIN -A-",31200,08," ",0,0,0,0
"MCELVAIN, CHAPMAN",07979,08," ",0,0,0,0
"MCELVAIN, T. H.",35524,08," ",0,0,0,0
"MCGREGOR A 5 UNIT",297655,08," 303H",0,0,0,0
"MCGREGOR A 5 UNIT",297715,08," 504H",0,0,0,0
"MCGREGOR A 5 UNIT",297716,08," 505H",0,0,0,0
"MCGREGOR A 5 UNIT",62102,08," ",764831,1301801,0,0
"MCGREGOR A UNIT",297668,08," 755H",0,0,0,0
"MCGREGOR A UNIT",52492,08," ",1231025,2715895,0,0
"MCGREGOR B 5 UNIT",297656,08," 302H",0,0,0,0
"MCGREGOR B 5 UNIT",297657,08," 502H",0,0,0,0
"MCGREGOR B 5 UNIT",297717,08," 503H",0,0,0,0
"MCGREGOR B 5 UNIT",62470,08," ",826075,1631243,0,0
"MCGREGOR B UNIT",293563,08," 753H",0,0,1691615,571779
"MCGREGOR B UNIT",297658,08," 754H",0,0,84935,32499
"MCGREGOR B UNIT",52493,08," ",615947,1422460,0,0
"MCGREGOR C 5 UNIT",293597,08," 301H",0,0,0,0
"MCGREGOR C 5 UNIT",293654,08," 401H",0,0,0,0
"MCGREGOR C 5 UNIT",59088,08," ",608408,833800,0,0
"MCGREGOR C UNIT",292701,08," 731H",0,0,487519,202907
"MCGREGOR C UNIT",293688,08," 752H",0,0,1584241,398711
"MCGREGOR C UNIT",52475,08," ",1106633,2181594,0,0
"MCGREGOR D 5 UNIT",289092,08," 101H",0,0,65775,21920
"MCGREGOR D 5 UNIT",293565,08," 501H",0,0,0,0
"MCGREGOR D 5 UNIT",52928,08," ",1206893,2328355,0,0
"MCGREGOR D UNIT",52876,08," ",2560586,5181332,0,0
"MCKNIGHT 29 UNIT",288272,08," 2H",0,0,911601,188002
"MCKNIGHT 29 UNIT",293173,08," 4H",0,0,780100,203442
"MCKNIGHT 29 UNIT",52863,08," ",649544,2436079,0,0
"MCKNIGHT 54-1-29 UNIT",272619,08," 9H",0,0,0,0
"MCKNIGHT 54-1-29 UNIT",272620,08," 6H",0,0,0,0
"MCKNIGHT, TOM 9",239026,08," 1",0,0,0,3
"MCLOVIN SWD",51189,08," ",0,0,0,0
"MDJ 34-125 UNIT",48973,08," ",0,0,0,0
"MDJ 55-1-24",273930,08," 1HN",0,0,0,0
"MDJ 55-1-24",273932,08," 4HN",0,0,0,0
"MDJ 55-1-24",273933,08," 6HN",0,0,0,0
"MDJ 55-1-24",273938,08," 9HN",0,0,0,0
"MDJ C27-1",42760,08," ",61782,167729,0,0
"MEDICINE BOW 56-1-1",283520,08," 1H",0,0,1076932,159439
"MEDICINE BOW 56-1-11",283912,08," 1HR",0,0,641350,119216
"MEDICINE BOW 56-1-11",299269,08," 415H",0,0,588820,108502
"MEDICINE BOW 56-1-13",276604,08," 1H",0,0,395867,84793
"MEDICINE BOW 56-1-23",286940,08," 1H",0,0,678173,198561
"MEDICINE BOW 56-1-3",283927,08," 1H",0,0,1011135,152975
"MEDICINE BOW 56-1-47",283954,08," 1H",0,0,215213,54886
"MEDICINE BOW 56-1-47",299785,08," 4009H",0,0,668134,193651
"MEDICINE BOW 56-1-47",299786,08," 4014H",0,0,438716,134558
"MEDICINE BOW 56-1-47",299787,08," 4311H",0,0,394765,114996
"MEDICINE BOW 56-1-47",299848,08," 4306H",0,0,548591,128069
"MEDICINE BOW 56-1-47",299887,08," 4004H",0,0,391412,113091
"MEDICINE BOW 56-1-47",62180,08," ",0,0,0,0
"MEDICINE BOW 56-2-1 UNIT",48452,08," ",213480,547775,0,0
"MEDICINE MAN",213078,08," 1",0,0,1210172,28306
"MEDORA 29 LOV UNIT 0805 A",51514,08," ",1247688,1989312,0,0
"MEDORA 29 LOV UNIT 0805 B",54089,08," ",932512,1711724,0,0
"MEDORA 29 LOV UNIT 0805 C",53571,08," ",342662,569065,0,0
"MEDORA STATE 29 LOV UNIT 0805",53690,08," ",163876,219855,0,0
"MENTONE 77 SWD",48599,08," ",0,0,0,0
"MENTONE BRINE",52620,08," ",0,0,0,0
"MENTONE BRINE STATION",30446,08," ",0,0,0,0
"MENTONE BRINE WELL",51035,08," ",0,0,0,0
"MENTONE GAS UNIT",099870,08," 1X",0,0,0,0
"MENTONE SWD",26061,08," ",0,0,0,0
"MENTONE SWD",44809,08," ",0,0,0,0
"MERCURY SWD",62982,08," ",0,0,0,0
"MESQUITE HEAT 28-41 UNIT",48533,08," ",1300870,2310429,0,0
"MESQUITE HEAT 28-41 UNIT",53683,08," ",193546,378125,0,0
"MESQUITE HEAT 28-41 UNIT A",54056,08," ",786292,1141146,0,0
"MESQUITE HEAT 28-41 UNIT B",56784,08," ",471524,699019,0,0
"MEXCO STEELHEAD",245912,08," 1",0,0,52688,473
"MINOT 75-8 LOV",51097,08," ",146979,385212,0,0
MITCHELL,38966,08," ",31231,36537,0,0
MITCHELL,40342,08," ",4,0,0,0
"MITCHELL 28-45",50023,08," ",0,0,0,0
"MITCHELL 28-45 LOV E",42151,08," ",8390,13499,0,0
"MITCHELL 40-28",50039,08," ",0,0,0,0
"MITCHELL 45",215462,08," 1",0,0,0,0
"MITCHELL 45",41838,08," ",0,0,0,0
"MITCHELL 46 SWD",48914,08," ",0,0,0,0
"MITCHELL 46/39 B",57389,08," ",393934,512639,0,0
"MITCHELL 46/39 C",57388,08," ",388589,540102,0,0
"MITCHELL, G. P.",17955,08," ",0,0,0,0
"MOCAP 56-T1-25",280254,08," 2H",0,0,299175,98425
"MOCAP 56-T1-25",281029,08," 1H",0,0,537696,133266
"MOCCASIN 53-40",45872,08," ",33034,100687,0,0
"MOCCASIN 53-40",62611,08," ",32368,90416,0,0
"MOCKINGBIRD 9",46680,08," ",0,0,0,0
"MOCKINGBIRD STATE UNIT 9",289242,08," P203H",0,0,123037,54420
"MOCKINGBIRD STATE UNIT 9",289243,08," P206H",0,0,95577,28419
"MOCKINGBIRD STATE UNIT 9",289246,08," P204H",0,0,145444,87265
"MOCKINGBIRD STATE UNIT 9",289252,08," P255H",0,0,133005,55692
"MOCKINGBIRD STATE UNIT 9",289254,08," P  1H",0,0,0,0
"MOCKINGBIRD STATE UNIT 9",289255,08," P207H",0,0,188301,100141
"MOCKINGBIRD STATE UNIT 9",289256,08," P250H",0,0,147392,85139
"MOCKINGBIRD STATE UNIT 9",289336,08," S  2H",0,0,665438,111837
"MOCKINGBIRD STATE UNIT 9",289377,08," S201H",0,0,470001,112144
"MOCKINGBIRD STATE UNIT 9",289383,08," S202H",0,0,304221,72565
"MOCKINGBIRD STATE UNIT 9",289580,08," P205H",0,0,242526,54314
"MOCKINGBIRD STATE UNIT 9",47324,08," ",0,0,0,0
"MOCKINGBIRD STATE UNIT 9",50951,08," ",0,0,0,0
"MODESTA UNIT 33-81-78",52808,08," ",183166,2046195,0,0
"MOE SWD",53843,08," ",0,0,0,0
"MONROE 34-180",48201,08," ",0,0,0,0
MONTCLAIR,40413,08," ",0,0,0,0
"MOORE HOOPER",291478,08," 1H",0,0,156965,12804
"MOORE HOOPER",291481,08," 2H",0,0,168184,31862
"MOORE HOOPER",46351,08," ",0,0,0,0
"MOORE HOOPER A UNIT",46663,08," ",121421,312400,0,0
MOORE-HOOPER,154227,08," 1",0,0,33596,0
MOORE-HOOPER,44655,08," ",0,0,0,0
"MOOSEHEAD 54-1-41 UNIT",49439,08," ",371704,846038,0,0
"MOOSEHORN 54-1-41-44 A",297354,08," 13H",0,0,1091842,329113
"MOOSEHORN 54-1-41-44 B",61082,08," ",549978,1887372,0,0
"MOOSEHORN 54-1-41-44 C",61188,08," ",495124,1362537,0,0
"MOOSEHORN 54-1-41-44 D",61232,08," ",652088,1800463,0,0
"MOOSEHORN 54-1-41-44 E",297369,08," 21H",0,0,1590983,293741
"MOOSEHORN 54-1-41-44 F",297462,08," 22H",0,0,1403412,339887
"MOOSEHORN 54-1-41-44 G",62722,08," ",83549,416507,0,0
"MOOSEHORN 54-1-41-44 H",62726,08," ",197939,565594,0,0
"MOOSEHORN 54-1-41-44 I",62788,08," ",209474,606173,0,0
"MOOSEHORN 54-1-41-44 J",62787,08," ",327648,1043330,0,0
"MOOSEHORN 54-1-41-44 K",62597,08," ",72933,276632,0,0
"MOOSEHORN 54-1-41-44 L",62598,08," ",281639,780509,0,0
"MOOSEHORN 54-1-41-44 M",299647,08," 71H",0,0,583343,103446
"MOOSEHORN 54-1-41-44 M",62591,08," ",0,0,0,0
"MOOSEHORN 54-1-41-44 N",62569,08," ",107498,465511,0,0
MORLEY,31253,08," ",0,0,0,0
"MORLEY -A-",32106,08," ",0,0,0,0
"MORLEY NORTHWEST",291497,08," 11H",0,0,720240,152907
"MORLEY NORTHWEST",49197,08," ",28203,110867,0,0
"MORLEY SOUTHEAST",291579,08," 12H",0,0,776272,197025
"MORLEY SOUTHEAST",49198,08," ",78839,299980,0,0
"MOSAIC 28-0-19-30 A",59827,08," ",436657,652386,0,0
"MOSAIC 28-0-19-30 B",59808,08," ",363329,577424,0,0
"MOSAIC 28-0-19-30 C",59806,08," ",465224,831547,0,0
"MOSAIC 28-0-19-30 D",59800,08," ",445415,868754,0,0
"MOSAIC 28-0-19-30 E",59826,08," ",314628,598617,0,0
"MOSAIC 28-0-19-30 F",59807,08," ",325941,726050,0,0
"MOSAIC 28-0-19-30 G",59801,08," ",270037,533921,0,0
"MOSAIC 28-0-19-30 H",59828,08," ",396826,610407,0,0
"MOSAIC 28-0-19-30 I",59809,08," ",353144,673301,0,0
"MOSAIC 28-0-19-30 J",59802,08," ",388020,684727,0,0
"MULBERRY 55-1-38-26 C",59699,08," ",674042,2415896,0,0
"MULBERRY 55-1-38-26 D",295694,08," 14H",0,0,2565871,742473
"MULBERRY 55-1-38-26 E",295693,08," 15H",0,0,2259186,528670
"MULBERRY 55-1-38-26 F",295729,08," 16H",0,0,2412905,665025
"MULBERRY 55-1-38-26 G",295731,08," 21H",0,0,2252645,415366
"MULBERRY 55-1-38-26 H",295709,08," 22H",0,0,1944300,279533
MURCHISON,31351,08," ",0,0,0,0
MURCHISON,35308,08," ",45,0,0,0
"MURUS 55-2-30 LOV UNIT NE",287545,08," 3H",0,0,913381,260125
"MURUS 55-2-30 LOV UNIT NE",49622,08," ",0,0,0,0
"MURUS 55-2-30 LOV UNIT NW",287632,08," 2H",0,0,989013,200669
"MURUS 55-2-30 LOV UNIT NW",50621,08," ",0,0,0,0
"MURUS 55-2-30 LOV UNIT SE",287498,08," 4H",0,0,1947258,314007
"MURUS 55-2-30 LOV UNIT SW",287630,08," 1H",0,0,1402736,322496
"MURUS 55-2-30 LOV UNIT SW",50608,08," ",0,0,0,0
"MUSTANG 28-21 UNIT",49267,08," ",974578,1482138,0,0
"N. AERMOTOR C24-10 SWD",52555,08," ",0,0,0,0
"N. AERMOTOR C25-5 SWD",52191,08," ",0,0,0,0
"N. AERMOTOR C25-8 SWD",52050,08," ",0,0,0,0
"NAVIDAD 53-2-7 LOV",48282,08," ",0,0,0,0
"NEELIE 1-85 LOV",288060,08," 2H",0,0,676841,133402
"NEELIE 1-85 LOV",288061,08," 4H",0,0,1265384,211881
"NEELIE 1-85 LOV",288715,08," 5H",0,0,264003,81546
"NEELIE 1-85 LOV",48039,08," ",8316,9228,0,0
"NEELIE 1-85 LOV",52879,08," ",0,0,0,0
"NELLIE 45-28",50431,08," ",128666,179214,0,0
"NEXUS 23",07993,08," ",1117,0,0,0
"NIGHT MOVES SWD",59980,08," ",0,0,0,0
"NITRO 75-28 UNIT A",48557,08," ",232942,345050,0,0
"NOAH BRUNSON A UNIT",47671,08," ",1232625,2178237,0,0
"NOAH BRUNSON B UNIT",47641,08," ",926371,1709454,0,0
"NORTH LOVING SWD",55807,08," ",0,0,0,0
"NORTH MASON /DELAWARE SAND/ UNIT",18649,08," ",201549,0,0,0
"NORTH MENTONE BRINE STATION",30484,08," ",0,0,0,0
"NORTH RUDD DRAW 22",293461,08," 1H",0,0,411655,282067
"NORTH RUDD DRAW 22",293467,08," 402H",0,0,839320,276886
"NORTH RUDD DRAW 22",50750,08," ",478288,762154,0,0
"NORTHDOWN 28-0-43-6 A",62097,08," ",376326,496962,0,0
"NORTHDOWN 28-0-43-6 B",62098,08," ",314666,409646,0,0
"NORTHDOWN 28-0-43-6 C",62247,08," ",301889,410612,0,0
"NORTHDOWN 28-0-43-6 D",62099,08," ",332876,392126,0,0
"NORTHDOWN 28-0-43-6 E",62100,08," ",211144,193134,0,0
"NORTHDOWN 28-0-43-6 F",62101,08," ",274808,329900,0,0
"NORTON-SCHAUB 84 TTT B33 ALLOC",55799,08," ",21286,78843,0,0
"NORTON-SCHAUB 84-TTT-B33 WF",45854,08," ",74176,232978,0,0
"NUGENT SWD",59612,08," ",0,0,0,0
"NYALA 53-2-5 LOV E UNIT",48408,08," ",695152,1282978,0,0
"NYALA 53-2-5 LOV W UNIT",49427,08," ",1535074,3475133,0,0
"O. P ANDERSON 25",208459,08," 1",0,0,2595,0
"OAK 55-1-30 UNIT",284403,08," 1H",0,0,2297376,211653
"OAK 55-1-31-30 A",299053,08," 13H",0,0,1557987,382159
"OAK 55-1-31-30 B",299024,08," 22H",0,0,1623829,258403
"OAK 55-1-31-30 C",299065,08," 14H",0,0,1551908,373825
"ODELL STATE 54-1-6 LOV",287533,08," 2H",0,0,657250,197965
"ODELL STATE 54-1-6 LOV",48595,08," ",0,0,0,0
"ODELL STATE 54-1-6 LOV UNIT",277237,08," 1H",0,0,0,0
"OLD PARTNER 54-1-30",47095,08," ",85848,267194,0,0
"OLD PARTNER 54-1-30 UNIT A",296617,08," 13H",0,0,1215541,352882
"OLD PARTNER 54-1-30 UNIT A",296631,08," 12H",0,0,1453199,392435
"OLD PARTNER 54-1-30 UNIT A",48322,08," ",447957,1283458,0,0
"OLD PARTNER B 54-1-31-30 C",60521,08," ",587109,1758274,0,0
"OLD PARTNER B 54-1-31-30 D",60536,08," ",644383,1771342,0,0
"OLD PARTNER B 54-1-31-30 E",60537,08," ",535715,1683266,0,0
"OLIVER LOVING UNIT",299863,08," 303H",0,0,0,0
"OLYMPIC 54-2-7",48841,08," ",165606,530443,0,0
"ORION A",48800,08," ",142401,395581,0,0
"ORION A 5",289406,08," 2H",0,0,68123,24391
"ORION A 5",289411,08," 1HR",0,0,47693,14436
"ORION A 5",294269,08," 551H",0,0,811144,195056
"ORION A 5",50950,08," ",0,0,0,0
"ORION B",49911,08," ",407215,1478421,0,0
"ORION B 5",289403,08," 3H",0,0,79817,6942
"ORION B 5",289413,08," 4H",0,0,48650,5017
"ORION B 5",289414,08," 5H",0,0,155002,35459
"ORION B 5",293948,08," 552H",0,0,690056,194641
"ORION B 5",294259,08," 554H",0,0,875823,247954
"ORION B 5",294666,08," 553H",0,0,764186,218066
"ORION B 5",51219,08," ",0,0,0,0
"ORYX 53-2-12 LOV UNIT",287542,08," 1H",0,0,418183,206087
"ORYX 53-2-12 LOV UNIT",49199,08," ",115951,145387,0,0
"ORYX 53-2-1201 LOV W UNIT",48299,08," ",464770,948368,0,0
"OSPREY STATE UNIT",289245,08," P205H",0,0,147504,12843
"OSPREY STATE UNIT",289247,08," 201H",0,0,171735,47750
"OSPREY STATE UNIT",289248,08," P203H",0,0,206362,44854
"OSPREY STATE UNIT",289249,08," P204H",0,0,158384,38905
"OSPREY STATE UNIT",289250,08," P202HR",0,0,179103,32535
"OSPREY STATE UNIT",289293,08," S200H",0,0,350076,55003
"OSPREY STATE UNIT",289330,08," S302H",0,0,446477,72792
"OSPREY STATE UNIT",46856,08," ",0,0,0,0
"OSPREY STATE UNIT",47252,08," ",0,0,0,0
"OUTLAW 55-1-30 UNIT",284515,08," 1H",0,0,4399159,205788
"OUTLAW SWD-44-",44198,08," ",0,0,0,0
"OWENS 1-75 LOV",42147,08," ",43394,77496,0,0
"OWENS 1-75 LOV UNIT",45388,08," ",61887,134560,0,0
"OXTAIL 54-2-40 LOV UNIT",56894,08," ",1538392,4492651,0,0
"OXTAIL 54-2-40 SB UNIT",277378,08," 1H",0,0,0,0
"OXTAIL 54-2-40 SB UNIT",59102,08," ",492573,1453901,0,0
"PACIFIC 1",38223,08," ",27398,42453,0,0
"PAGE JOHNSON 43",39444,08," ",2917,6611,0,0
PAGE-JOHNSON,34233,08," ",0,0,0,0
"PAINTBRUSH 27-6-21",51695,08," ",397318,807111,0,0
"PALISADE 28-0-4-30 B",64136,08," ",316715,505590,0,0
"PALISADE 28-0-4-30 C",64137,08," ",173012,235889,0,0
"PALISADE 28-0-4-30 D",64138,08," ",156533,201001,0,0
"PALISADE 28-0-4-30 E",64139,08," ",324536,522710,0,0
"PALISADE 28-0-4-30 F",64140,08," ",152623,201172,0,0
"PALOMA 33-91 UNIT",292763,08," 11H",0,0,1140336,329737
"PALOMA 33-91 UNIT",292785,08," 12H",0,0,1619364,334156
"PALUXY 54-2-35 LOV",52486,08," ",0,0,0,0
PAUL,44733,08," ",0,0,0,0
"PAUL '23'",46562,08," ",85843,104289,0,0
"PBAR SWD",62010,08," ",0,0,0,0
PECOS,44717,08," ",0,0,0,0
PECOS,50852,08," ",0,0,0,0
"PECOS 39",285537,08," 1H",0,0,587660,148506
"PECOS 39",285630,08," 2H",0,0,688897,92526
"PECOS 39",287426,08," 423H",0,0,984865,91010
"PECOS 39",287427,08," 404H",0,0,1439138,141155
"PECOS 39",289604,08," 406H",0,0,1503719,284283
"PECOS 39 PILOT",285744,08," 1",0,0,0,0
"PECOS 53-2-11 LOV",52299,08," ",0,0,0,0
"PECOS STATE 39-46A",285530,08," 1H",0,0,1524971,231188
"PECOS STATE 39-46B",285533,08," 2H",0,0,2262685,324903
"PECOS STATE 39-46C",285541,08," 3H",0,0,506879,71202
"PECOS STATE 39-46D",285544,08," 4H",0,0,1760194,251858
"PECOS STATE 39-46E-56-1",287444,08," 415H",0,0,1697017,269392
"PECOS STATE 39-46F-56-1",287428,08," 405H",0,0,859355,239411
"PECOS STATE 39-46G-56-1",287430,08," 424H",0,0,1603850,284147
"PECOS STATE 39-46H-56-1",289228,08," 425H",0,0,1970466,362814
"PECOS STATE 39-46I-56-1",289229,08," 416H",0,0,2417657,409222
"PECOS STATE 39-46J-56-1",289230,08," 426H",0,0,2201159,406383
"PECOS STATE 39-46K-56-1",289231,08," 407H",0,0,1238869,257269
"PECOS STATE 46",278935,08," 1H",0,0,0,0
