"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: REEVES"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"CHEVY BLAZER 56-T3-20X17",290526,08," W101H",0,0,2784358,593842
"CHEVY BLAZER 56-T3-20X17",292843,08," W113H",0,0,2575748,480036
"CHEVY BLAZER 56-T3-20X17",294256,08," W103H",0,0,0,0
"CHEVY BLAZER 56-T3-20X17",52704,08," ",606142,2846440,0,0
"CHEVY CHASE 58-T2-47",288176,08," W107H",0,0,2658218,427025
"CHEVY COLORADO 56-T2-20X17",296565,08," B311H",0,0,1376655,166656
"CHEVY COLORADO 56-T2-20X17",296566,08," B202H",0,0,1446420,195869
"CHEVY COLORADO 56-T2-20X17",296567,08," B201H",0,0,1544675,201618
"CHEVY COLORADO 56-T2-20X17",296568,08," B317H",0,0,1396677,171067
"CHEVY COLORADO 56-T2-20X17",296570,08," W202H",0,0,2105051,132077
"CHEVY COLORADO 56-T2-20X17",296578,08," X103H",0,0,1802847,278102
"CHEVY COLORADO 56-T2-20X17",296579,08," X101H",0,0,1665556,256959
"CHEVY COLORADO 56-T2-20X17",296580,08," W101H",0,0,1450994,187833
"CHEVY COLORADO 56-T2-20X17",296581,08," W102H",0,0,1434683,209110
"CHEVY COLORADO 56-T2-20X17",296699,08," B312H",0,0,1278644,199443
"CHEVY COLORADO 56-T2-20X17",296700,08," W203H",0,0,2264140,156544
"CHEVY COLORADO 56-T2-20X17",296885,08," X102H",0,0,2059217,319702
"CHEVY LOWE RIDER 56-T2-17X20",288922,08," W106H",0,0,1948436,427049
CHEYENNE,284913,08," 202AH",0,0,445552,2095
CHEYENNE,285378,08," 101BH",0,0,1270885,2417
"CHEYENNE 57-3-13",277704,08," 2H",0,0,661967,120034
"CHEYENNE 57-3-13",279227,08," 3H",0,0,704412,129644
"CHEYENNE 57-3-13",287790,08," 1H",0,0,716765,92164
"CHEYENNE 57-3-13",48203,08," ",0,0,0,0
"CHEYENNE 57-3-47",276516,08," 1H",0,0,1256532,180035
"CHICANE STATE 56-1-43-7 A",295834,08," 11H",0,0,3116709,825345
"CHICANE STATE 56-1-43-7 B",295915,08," 12H",0,0,3373168,814589
"CHICANE STATE 56-1-43-7 C",295916,08," 13H",0,0,3200776,811191
"CHIEF PINKIE UNIT",49049,08," ",10992,69673,0,0
"CHIMERA STATE 56-3-7 UNIT",282806,08," 1H",0,0,3326886,347522
"CHIMERA STATE 56-3-7 UNIT",287173,08," 2H",0,0,2677745,539028
"CHIMERA STATE 56-3-7 UNIT",293322,08," 13H",0,0,2092061,451667
"CHIMERA STATE 56-3-7 UNIT",293323,08," 14H",0,0,2918925,479404
"CHIMERA STATE 56-3-7 UNIT",293325,08," 16H",0,0,1854883,326647
"CHIMERA STATE 56-3-7 UNIT",293326,08," 25H",0,0,2402266,335159
CHINOOK,284893,08," 101AH",0,0,1268269,2090
CHINOOK,285063,08," 106AH",0,0,1006329,1938
CHINOOK,286697,08," 102BH",0,0,1560583,2440
CHINOOK,286698,08," 105AH",0,0,1530037,5050
CHINOOK,286699,08," 104AH",0,0,1825088,3640
CHINOOK,286719,08," 201AR",0,0,1212292,5974
CHINOOK,287095,08," 501CH",0,0,133160,7792
CHINOOK,287310,08," 203AH",0,0,1563267,10628
CHINOOK,288080,08," 204AH",0,0,928901,19276
CHINOOK,288081,08," 205AH",0,0,701554,19619
CHINOOK,50410,08," ",0,0,0,0
"CHIPETA STATE",52760,08," ",302491,830482,0,0
"CHIVO SWD",51300,08," ",0,0,0,0
"CHOCTAW 1-21 A",53292,08," ",450871,1194834,0,0
"CHOCTAW 1-21 B",53694,08," ",411770,680546,0,0
"CHOCTAW STATE",287074,08," 103AH",0,0,2296923,2330
"CHOCTAW STATE",287087,08," 102AH",0,0,1900870,3477
"CHOCTAW STATE",287089,08," 101BH",0,0,1121097,1314
"CHOLLA STATE 2-4",282761,08," 2H",0,0,562806,151100
"CHOLLA STATE 2-4",287132,08," 3H",0,0,723620,237076
"CHOLLA STATE 2-4",48443,08," ",660898,2205337,0,0
"CHRISTIAN 2",285604,08," 1T",0,0,1286456,142696
"CHRISTIAN 2 ALLOC B",288326,08," 12H",0,0,2392655,222578
"CHRISTIAN 2 ALLOC C",288256,08," 11H",0,0,1599209,180853
"CHRISTIAN STATE 1413 ALLOC A",287796,08," 11H",0,0,3034683,201042
"CHUPACABRA 1213-7",48888,08," ",951934,1488890,0,0
"CHUPACABRA 56-2-45 UNIT",282760,08," 1H",0,0,734880,158712
"CILANTRO 2524-C3",47643,08," ",238613,262190,0,0
CIMARRON,46855,08," ",100868,148494,0,0
"CIMARRON A",51203,08," ",78531,230025,0,0
"CIRCE STATE 28",283277,08," 2H",0,0,404027,96812
"CIRCE STATE 28",286372,08," 1H",0,0,450105,73443
"CIRCE STATE 28",293959,08," 433H",0,0,624760,134183
"CIRCE STATE 28",293962,08," 413H",0,0,539753,140704
"CIRCE STATE SWD",48497,08," ",0,0,0,0
"CITATION 14",287614,08," 1H",0,0,1593491,46433
"CITATION 57-1-39",283120,08," 1H",0,0,311499,80654
"CITATION SWD",49303,08," ",0,0,0,0
"CITIES SERVICE TXL",32617,08," ",371,0,0,0
"CITY OF PECOS 13",42090,08," ",28979,37427,0,0
"CITY OF PECOS 15 -16",55379,08," ",44184,81523,0,0
"CITY OF PECOS 15-16",40982,08," ",72,31,0,0
"CITY OF PECOS 16 ""A""",41469,08," ",0,0,0,0
"CITY OF PECOS 24",44747,08," ",0,0,0,0
"CITY OF PECOS 24 UNIT A",46468,08," ",51993,148106,0,0
"CITY OF PECOS STATE 15-16 A-1",53738,08," ",487885,1402298,0,0
"CITY OF PECOS STATE 15-16 U A2",53739,08," ",485088,1577063,0,0
"CITY OF PECOS STATE 15-16 U A3",53718,08," ",526293,1556309,0,0
"CLARK SWD",272670,08," 1W",0,0,0,0
"CLARK SWD",283440,08," 2W",0,0,0,0
"CLARK SWD",295765,08," 2W",0,0,0,0
"CLAY ALLISON E",60311,08," ",0,0,0,0
"CLAY ALLISON W",46268,08," ",55212,206725,0,0
"CLAY PREWIT 206-207 UNIT A",54973,08," ",390944,772150,0,0
"CLAY PREWIT 206-207 UNIT B",54809,08," ",425268,906138,0,0
"CLAY PREWIT 206-207 UNIT C",54827,08," ",455703,813216,0,0
"CLAYPOOL ESTATE 5-19",253509,08," 1",0,0,0,0
"CLAYPOOL ESTATE 5-19",256880,08," 1",0,0,17624,6674
"CLEVELAND ,R.",34499,08," ",22463,2770,0,0
"CLEVELAND STATE 57-23",282986,08," 3H",0,0,520395,34637
"CLEVELAND STATE 57-23",283165,08," 2H",0,0,489923,34156
"CLEVELAND STATE 57-23",283167,08," 4H",0,0,373480,51869
"CLEVELAND STATE 57-23",284033,08," 1H",0,0,320817,29104
"CLEVELAND STATE 57-23",49616,08," ",0,0,0,0
"CLEVELAND, R.",141601,08," 1",0,0,45638,0
"CLEVELAND, R.",171856,08," 1-U",0,0,0,0
"CLEVELAND, R.",177577,08," 1-L",0,0,0,0
"CLEVELAND, R.",203811,08," 3",0,0,0,0
"CLEVELAND, R.",209127,08," 2",0,0,0,0
"CLEVELAND, R. - LITTLE BOB",148173,08," 1",0,0,0,0
"CLEVELAND, R. ET AL",076231,08," 8",0,0,477471,2514
"CLEVELAND, R. ET AL",133100,08," 2",0,0,7811,575
"CLEVELAND, R. ET AL",47026,08," ",24712,105191,0,0
"CLEVELAND, R. ET AL",47196,08," ",2268,56101,0,0
"CLEVELAND, R., ET AL",22345,08," ",1552,28122,0,0
"CLEVELAND, R., ET AL",37541,08," ",4894,43075,0,0
"CLIFF STATE 27",43928,08," ",2423,4965,0,0
"CLOAK STATE  56-3-9-8 D",295749,08," 21H",0,0,2730682,349660
"CLOAK STATE 56-3-9-8 A",295784,08," 11H",0,0,2535804,464711
"CLOAK STATE 56-3-9-8 B",295695,08," 12H",0,0,2793234,505636
"CLOAK STATE 56-3-9-8 C",295610,08," 13H",0,0,2416516,482513
"CLOAK STATE 56-3-9-8 E",295718,08," 22H",0,0,2922586,407003
"CLORETTE DEPASTO 3-11 UNIT",58211,08," ",1785410,9290475,0,0
CLYDESDALE,49596,08," ",0,0,0,0
COALE,32554,08," ",247,0,0,0
"COALE, A. H., JR.",32618,08," ",271,0,0,0
"COBRA STATE 2",49735,08," ",67068,182170,0,0
"CODY 56-3-19 UNIT B",287349,08," 1H",0,0,1852334,477779
"CODY 56-3-9",277394,08," 1H",0,0,447384,100624
"COLD HARBOR STATE 2-40 UNIT",49536,08," ",173653,579675,0,0
"COLE YOUNGER STATE 30-23 UNIT A",51344,08," ",1609681,5183759,0,0
"COLE YOUNGER STATE 30-23 UNIT B",53257,08," ",689328,2049376,0,0
"COLE YOUNGER STATE 30-23 UNIT D",48277,08," ",95606,77396,0,0
"COLLEY STATE 22",45234,08," ",89274,163752,0,0
COLLIE,26943,08," ",36030,60971,0,0
"COLLIE ""A""",27089,08," ",27692,80313,0,0
"COLLIE ""A"" SOUTH",43143,08," ",40142,156340,0,0
"COLLIE -B-",27162,08," ",146489,239360,0,0
"COLLIE A EAST",290384,08," S 82H",0,0,680235,144287
"COLLIE A EAST",49408,08," ",145608,481614,0,0
"COLLIE A EAST",50146,08," ",165118,678548,0,0
"COLLIE A WEST",290749,08," S 12H",0,0,391014,88184
"COLLIE A WEST",51588,08," ",182015,822082,0,0
"COLLIE A WEST",51807,08," ",0,0,0,0
"COLLIE B",46540,08," ",119450,252697,0,0
"COLLIE B UNIT",295783,08," 131H",0,0,1004425,241518
"COLLIE B UNIT",295800,08," 331H",0,0,1501697,374352
"COLLIE B UNIT",295844,08," 222H",0,0,614273,180228
"COLLIE B UNIT",296066,08," 332H",0,0,1362928,335882
COLLIER,42195,08," ",399321,638413,0,0
"COLLIER  34-51",48007,08," ",62986,80554,0,0
"COLLIER 25-36 UNIT A",50997,08," ",484747,679792,0,0
"COLLIER 30-25",53224,08," ",394525,519800,0,0
"COLLIER 33-51-8",44656,08," ",360,0,0,0
"COLLIER 40-51-8",45370,08," ",0,29,0,0
"COLLIER 41-40",46050,08," ",80827,85372,0,0
"COLLIER 41-51-8",45692,08," ",36504,36757,0,0
"COLLIER APA 8",48791,08," ",91329,86075,0,0
"COLLIER APA 8",61095,08," ",9644,12069,0,0
"COLLIER STATE 32-50",45384,08," ",664,851,0,0
"COLLIER-HAMMETT STATE",44738,08," ",16811,15504,0,0
COLLINS,44205,08," ",241463,435276,0,0
"COLLINS 31",47577,08," ",0,0,0,0
"COLLINS STATE A",62849,08," ",252368,366303,0,0
"COLLINS STATE B",62856,08," ",188191,322182,0,0
"COLT 1",40364,08," ",12754,53241,0,0
"COLT 4-24",268753,08," 1H",0,0,29587,3662
"COLT 45 STATE UNIT",290687,08," 1006AH",0,0,1233700,114975
"COLT 45 STATE UNIT",290750,08," 1004AH",0,0,1131858,77787
"COLT 45 STATE UNIT",45589,08," ",0,0,0,0
"COLUMBUS 197",42863,08," ",0,0,0,0
"COMMANDER 57-2-35",283424,08," 1H",0,0,1689869,273014
COMPTON,41747,08," ",474,62,0,0
COMPTON,49533,08," ",177418,369842,0,0
"CONDOR 37",46292,08," ",780,989,0,0
"CONGER 185-184 UNIT A",50343,08," ",266276,800108,0,0
"CONGER 185-184 UNIT D",53681,08," ",405657,907008,0,0
"CONGER 185-184 UNIT D1",58247,08," ",240460,691982,0,0
"CONGER 185-184 UNIT D2",58248,08," ",229219,541668,0,0
"CONGER 185-184 UNIT D3",58388,08," ",219599,593465,0,0
"CONGER UNIT 185-184 B",52712,08," ",35424,41604,0,0
"CONGER UNIT 185-184 B",53903,08," ",491037,1527200,0,0
"CONNIE C",61856,08," ",197843,352597,0,0
"CONQUISTA STATE UNIT 54-1-8",287184,08," 1H",0,0,3652746,328973
"CONQUISTA STATE UNIT 54-1-8",288796,08," 9H",0,0,4012726,292857
"CONQUISTA STATE UNIT 54-1-8",293274,08," 10H",0,0,2038756,133696
"CONQUISTA STATE UNIT 54-1-8",293354,08," 2H",0,0,2670259,182788
"CONSENSUS 57-3-5",283184,08," 1H",0,0,1512254,180062
"CONWAY, J. W.",32555,08," ",0,0,0,0
"COOPER 15",42001,08," ",52047,64523,0,0
"COOPER 25",40369,08," ",34912,30529,0,0
"COOPER 27",40376,08," ",29714,43390,0,0
"COOPER 27-26 CENTRAL UNIT",51764,08," ",199240,483590,0,0
"COOPER 27-26 NORTH UNIT",51907,08," ",843836,2004056,0,0
"COOPER 27-26 SOUTH UNIT",51726,08," ",741431,1700115,0,0
"COOPERS DREAM 23-2",287877,08," 2H",0,0,934881,63895
"COOPERS DREAM 23-3",287942,08," 3H",0,0,852012,49751
"COOPERS DREAM 23-4",287879,08," 4H",0,0,631844,39911
"COPPERHEAD 23",289064,08," 1H",0,0,698305,61076
"COPPERHEAD 23",290983,08," 2H",0,0,612897,71642
"COPPERHEAD 23",291002,08," 4H",0,0,440482,75228
"COPPERHEAD 23",46211,08," ",0,0,0,0
"COPPERHEAD 23",58523,08," ",0,0,0,0
"COPPERHEAD 34",45189,08," ",24024,120391,0,0
"CORIANDER 2524-C3",49553,08," ",1493509,2215437,0,0
"CORNELL KNIGHT",086641,08," 1A",0,0,928684,0
"CORNELL KNIGHT ""C""",151003,08," 1",0,0,8904,0
"CORNINGSTONE STATE",300085,08," 304H",0,0,881840,208791
"CORNINGSTONE STATE",300118,08," 224H",0,0,110546,36329
"CORNINGSTONE STATE",300880,08," 301H",0,0,221339,48425
"CORNINGSTONE STATE",300883,08," 302H",0,0,215961,49041
"CORNINGSTONE STATE",300884,08," 303H",0,0,335938,83462
"CORSAIR STATE UNIT",280986,08," 3H",0,0,1245635,134609
"CORSAIR STATE UNIT",287237,08," 22H",0,0,4526354,253930
"CORSAIR STATE UNIT",287238,08," 21H",0,0,2636958,293257
"CORSAIR STATE UNIT",287240,08," 20H",0,0,4180004,184495
"CORSAIR STATE UNIT",300895,08," 24WB",0,0,489233,39120
"CORSAIR STATE UNIT",300992,08," 23WA",0,0,377860,65866
"COSMO DALTEX UNIT 45-4",283928,08," 10H",0,0,1176148,47520
"COSMO DALTEX UNIT 45-4",289664,08," 28WB",0,0,2586559,84483
"COSMO INVESTMENTS 45-45",45516,08," ",0,0,0,0
"COTTON GIN SWD",45591,08," ",0,0,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,4018,238
"COTTONWOOD WEST",283036,08," 1606H",0,0,1067726,90955
"COUNT FLEET 11",50683,08," ",165908,941156,0,0
"COUNT FLEET 11-4",294674,08," 4H",0,0,1549910,234700
"COUNT FLEET 11-4",58387,08," ",0,0,0,0
"COUNTY ROAD 449 SWD",62636,08," ",0,0,0,0
"COURTHOUSE 57-27",283195,08," 1H",0,0,628889,77255
"COVINGTON 46",278512,08," 1H",0,0,25,0
"COVINGTON 46",283218,08," 7H",0,0,856196,115835
"COVINGTON 46",283219,08," 8H",0,0,583639,100399
"COVINGTON 46",283220,08," 9H",0,0,812585,112835
"COVINGTON 46",283271,08," 10H",0,0,930181,124220
"COVINGTON 46",283694,08," 11H",0,0,983279,112110
"COVINGTON 46",286298,08," 2H",0,0,216538,30745
"COVINGTON 46",286362,08," 3H",0,0,418469,100838
COWBOY,43836,08," ",82652,163627,0,0
"COWDEN SWD",49892,08," ",0,0,0,0
"COWHORN UNIT 208-209",62412,08," ",1001966,2106434,0,0
"COWPOKE STATE C19-15-13-18",301724,08," 801H",0,0,320997,32701
"COWPOKE STATE C19-15-13-18",64173,08," ",0,0,0,0
"COWPOKE STATE C19-15-13-19",301723,08," 601H",0,0,144380,31541
"COWPOKE STATE C19-15-13-19",64172,08," ",0,0,0,0
"COWPOKE STATE UNIT C19-15-13",301722,08," 702H",0,0,175657,31086
"COWPOKE STATE UNIT C19-15-13",50493,08," ",111618,1229316,0,0
"COYANOSA BRINE STATION",30481,08," ",0,0,0,0
"COYOTE 48",43542,08," ",0,0,0,0
"CRAVEN UNIT 3-8",282034,08," 1H",0,0,752349,137145
CREASY,184692,08," 1",0,0,0,0
"CREE STATE UNIT",287185,08," 101AH",0,0,2855880,841
"CREE STATE UNIT",288077,08," 102AH",0,0,3823079,1326
"CREE STATE UNIT",288078,08," 103AH",0,0,4013238,3275
"CREE STATE UNIT",288079,08," 104AH",0,0,5264761,2426
"CREOLE SWD",57190,08," ",0,0,0,0
CRISAN,48835,08," ",117882,275386,0,0
"CROCKETT 311",47257,08," ",84776,179522,0,0
"CROCKETT 311",59358,08," ",34846,34231,0,0
"CROCODILE ""7""",42276,08," ",0,0,0,0
"CROWLEY 7527 ALLOC. A",288613,08," 12H",0,0,1817969,132233
"CROWLEY 7527 ALLOC. A",50212,08," ",0,0,0,0
"CROWLEY UNIT 7558",287049,08," 11H",0,0,1544292,274208
"CROWLEY UNIT 7558",288523,08," 10H",0,0,1085252,134234
"CROWLEY-SAUL A1",300016,08," 9UA",0,0,728532,123802
"CROWLEY-SAUL A2",300127,08," 5H",0,0,466151,114757
"CROWLEY-SAUL A3",299845,08," 10UA",0,0,529599,125259
"CUB 56-2-33",283513,08," 1H",0,0,892512,156167
"CULLEY ""27""",41628,08," ",840,1848,0,0
CUMBERLAND,50149,08," ",0,0,0,0
"CURACAO 18 UNIT",55601,08," ",2443305,7938367,0,0
"CURLIN SWD",50482,08," ",0,0,0,0
"CURLY BILL STATE 25-26 UNIT A",53045,08," ",711124,2493383,0,0
"CURLY BILL STATE 25-26 UNIT B",53327,08," ",654868,2900678,0,0
"CURLY BILL STATE UNIT A 26",51142,08," ",387,1009,0,0
"CURRY UNIT",220462,08," 1H",0,0,21518,18
CUTTHROAT,53172,08," ",370973,1193667,0,0
"CWEI-CHK ""139-13""",42877,08," ",459,729,0,0
"CWEI-CHK ""182-13""",42589,08," ",6523,6801,0,0
"CWEI-CHK ""199-13""",42570,08," ",0,438,0,0
"CWEI-CHK ""20-51-8""",42876,08," ",0,0,0,0
"CWEI-CHK ""209-13""",41967,08," ",7208,7001,0,0
"CWEI-CHK ""25-C8""",42569,08," ",0,0,0,0
"CWEI-CHK ""30-51-8""",42716,08," ",4327,8105,0,0
"CWEI-CHK ""71-13""",43927,08," ",0,0,0,0
"CWEI-CHK ''139-13''",54713,08," ",0,0,0,0
"CWEI-CHK 1-54-7",44440,08," ",0,0,0,0
"CWEI-CHK 10-54-7 B",41623,08," ",0,0,0,0
"CWEI-CHK 107-13",42048,08," ",0,0,0,0
"CWEI-CHK 11-52-8",42302,08," ",13082,12862,0,0
"CWEI-CHK 11-54-7",41904,08," ",3340,0,0,0
"CWEI-CHK 14-C10",41919,08," ",191,540,0,0
"CWEI-CHK 183-13",41888,08," ",23740,38513,0,0
"CWEI-CHK 188-13",41608,08," ",6545,1067,0,0
"CWEI-CHK 189-1",43270,08," ",34747,42256,0,0
"CWEI-CHK 190-13",43276,08," ",11551,21761,0,0
"CWEI-CHK 195-13",41751,08," ",66,613,0,0
"CWEI-CHK 197-13",41737,08," ",373,591,0,0
"CWEI-CHK 198-13",41685,08," ",38,78,0,0
"CWEI-CHK 21-C9",40984,08," ",0,0,0,0
"CWEI-CHK 22-52-8",42023,08," ",24964,27569,0,0
"CWEI-CHK 22-C9",40985,08," ",175,796,0,0
"CWEI-CHK 23-C10",43283,08," ",1259,2014,0,0
"CWEI-CHK 24-C10",43581,08," ",3389,6415,0,0
"CWEI-CHK 246-13",43908,08," ",3195,4038,0,0
"CWEI-CHK 256-13",43838,08," ",0,0,0,0
"CWEI-CHK 256-13",54032,08," ",418,601,0,0
"CWEI-CHK 256-13 2H",55071,08," ",2741,2342,0,0
"CWEI-CHK 26-52-8",42762,08," ",16725,23890,0,0
"CWEI-CHK 298-13",43354,08," ",15038,17199,0,0
"CWEI-CHK 31-51-8",42707,08," ",0,29,0,0
"CWEI-CHK 32-51-8",43812,08," ",340,25,0,0
"CWEI-CHK 35-52-8",42002,08," ",26250,26785,0,0
"CWEI-CHK 35-52-8 B",43369,08," ",8510,6062,0,0
"CWEI-CHK 37-52-8",44677,08," ",0,29,0,0
"CWEI-CHK 38-51-8",43718,08," ",675,892,0,0
"CWEI-CHK 4-51-8",43406,08," ",3800,4534,0,0
"CWEI-CHK 6-54-7",42353,08," ",4692,0,0,0
"CWEI-CHK 7-51-8",42373,08," ",25636,33335,0,0
"CWEI-CHK 7-51-8",58227,08," ",3847,3789,0,0
"CWEI-CHK STATE ""180-13""",42565,08," ",70,0,0,0
"CWEI-CHK STATE ""B"" 22-C10",42756,08," ",7891,22511,0,0
"CWEI-CHK STATE 1-52-8",51200,08," ",5902,27501,0,0
"CWEI-CHK STATE 12-52-8",51383,08," ",33826,58351,0,0
"CWEI-CHK STATE 158-13",298127,08," 1R",0,0,552,0
"CWEI-CHK STATE 158-13",43058,08," ",2626,25563,0,0
"CWEI-CHK STATE 200-13",43226,08," ",201,308,0,0
"CWEI-CHK STATE 22-C10",41739,08," ",19367,45687,0,0
"CWEI-CHK STATE 244-13",43152,08," ",0,0,0,0
"CWI STATE",49003,08," ",167713,578613,0,0
"CWI STATE A",49771,08," ",96946,356476,0,0
"CWI STATE B",49807,08," ",207346,915570,0,0
"CWI STATE LONG A",50983,08," ",190955,1179249,0,0
"CWI STATE LONG B",50984,08," ",189750,1295813,0,0
"CWI STATE LONG C",50985,08," ",138885,682722,0,0
"CWI STATE LONG D",52406,08," ",170089,1057239,0,0
"CWI STATE LONG E",52816,08," ",107680,1001726,0,0
"CYCLOPS STATE 57-3-28 UNIT",283211,08," 1H",0,0,2402259,332379
"CYCLOPS STATE 57-3-28 UNIT",292330,08," 12HZ",0,0,2341475,270471
"CYCLOPS STATE 57-3-28 UNIT",292367,08," 14HZ",0,0,2852981,333977
"CYCLOPS STATE 57-3-28 UNIT",292370,08," 13HZ",0,0,2916267,345785
"CYCLOPS STATE 57-3-28 UNIT",292371,08," 15HZ",0,0,2034032,239451
"CYPRESS STATE",284843,08," 101CH",0,0,1754151,1173
"CYPRESS STATE",284845,08," 102AH",0,0,4680388,1794
"CYPRESS STATE",285151,08," 501AH",0,0,402556,19248
"CYPRESS STATE",285398,08," 401AH",0,0,521999,18742
"CYPRESS STATE",286630,08," 405AH",0,0,839639,17767
"CYPRESS STATE",286647,08," 407AH",0,0,751492,14699
"CYPRESS STATE",286724,08," 502AH",0,0,1271368,25311
"CYPRESS STATE",287022,08," 406BH",0,0,754032,26112
"CYPRESS STATE",287023,08," 408BH",0,0,827059,38419
"CYPRESS STATE",287024,08," 410BH",0,0,914656,63701
"CYPRESS STATE",287025,08," 402BH",0,0,969402,34094
"CYPRESS STATE",287186,08," 403AH",0,0,786516,16821
"CYPRESS STATE",287260,08," 409AH",0,0,1192414,37560
"CYPRESS STATE",288686,08," 503AH",0,0,684872,26182
"CYPRESS STATE",288691,08," 404BH",0,0,894956,26518
"CYPRESS STATE UNIT 16",49483,08," ",109789,845219,0,0
"D-DAY 106-105 UNIT",54114,08," ",473767,2058667,0,0
"D-DAY 106-105 UNIT 6",58934,08," ",195232,485196,0,0
DAKOTA,285768,08," 102AH",0,0,0,0
DAKOTA,286827,08," 101CH",0,0,0,0
"DALE EVANS 196-25 UNIT A",52420,08," ",365626,739148,0,0
"DALE EVANS 196-25 UNIT C",48510,08," ",405519,2133904,0,0
"DALTEX STATE 14",42334,08," ",0,0,0,0
"DARCY STATE",188499,08," 3201",0,0,0,0
"DARCY STATE 1-32",287189,08," 2H",0,0,1677655,150681
"DARCY STATE 22",288304,08," 1H",0,0,2044544,256363
"DARCY STATE 22",288314,08," 2H",0,0,1691135,231518
"DARCY STATE 22",290414,08," 5H",0,0,2428369,307545
"DARCY STATE 22",291695,08," 6H",0,0,2253529,273282
"DARCY STATE 32",41596,08," ",55680,375238,0,0
"DARCY STATE 56-T3-22",278241,08," 1H",0,0,833146,129345
"DARCY STATE UNIT 22-25",290413,08," 1H",0,0,5687486,304026
"DARCY STATE UNIT 22-25",291691,08," 2H",0,0,5878341,250604
"DARCY STATE UNIT 22-25",291722,08," 3H",0,0,6305636,269677
"DARDEN STATE 71-26",253047,08," 1H",0,0,209665,4
"DARK LIGHTNING STATE UNIT",52377,08," ",258583,802661,0,0
"DARK STAR SWD",49779,08," ",0,0,0,0
"DARLINGTON UNIT 11A",46920,08," ",322737,663390,0,0
"DARLINGTON UNIT 11A",53555,08," ",184124,314866,0,0
"DARLINGTON UNIT 11B",49434,08," ",162065,586798,0,0
"DARLINGTON UNIT 11B4",50828,08," ",159736,538957,0,0
"DARLINGTON UNIT 11B5",52370,08," ",149871,188422,0,0
"DAVID TRIMBLE 13",46487,08," ",0,0,0,0
"DAVIS ""39""",43808,08," ",8788,35559,0,0
"DAVIS '6' UNIT",44884,08," ",9210,21596,0,0
"DAVIS 2728 UNIT",285607,08," 1",0,0,1582787,214685
"DAVIS 2728 UNIT",285608,08," 10H",0,0,1783275,290210
"DAVIS 39",240705,08," 2",0,0,0,0
"DAVIS-OWENS ""A"" UNIT",43098,08," ",9721,33132,0,0
"DAVIS-OWENS ""B"" UNIT",43644,08," ",6210,8107,0,0
"DAYTONA 14",41914,08," ",15487,27817,0,0
"DAYTONA UNIT 1A",48475,08," ",153432,197658,0,0
"DAYTONA UNIT 1A13",55015,08," ",312233,532478,0,0
"DAYTONA UNIT 1B",48231,08," ",151827,449021,0,0
"DAYTONA UNIT 1B14",53873,08," ",364438,644704,0,0
"DBM 2-28",55645,08," ",0,0,0,0
"DBM 54-4-5",61345,08," ",0,0,0,0
"DBM 55-3-3",64114,08," ",0,0,0,0
"DBM 56-2-27",63597,08," ",0,0,0,0
"DBM 56-2-43",60990,08," ",0,0,0,0
"DBM 56-2-9",65029,08," ",0,0,0,0
"DBM 56-3-21",62491,08," ",0,0,0,0
"DEACON JIM 16",45826,08," ",0,0,0,0
"DEACON JIM 16",51894,08," ",7098,43410,0,0
"DEAKINS 26-51-8",45185,08," ",34042,39800,0,0
"DEEP SIX",276605,08," 2R",0,0,0,0
"DEEP SIX SWD",278927,08," 3",0,0,0,0
"DEEP SIX SWD",46259,08," ",0,0,0,0
"DEERE 57-T2-5X44 B",297842,08," W102H",0,0,1563882,253565
"DEERE 57-T2-5X44 BA",297848,08," W201H",0,0,1559240,179889
"DEERE 57-T2-5X44 BB",297849,08," W202H",0,0,1161415,127279
"DEERE 57-T2-5X44 BF",297850,08," W206H",0,0,1609197,165219
"DEERE 57-T2-5X44 BH",297918,08," W208H",0,0,2121979,272275
"DEERE 57-T2-5X44 C",297914,08," W103H",0,0,1457417,226692
"DEERE 57-T2-5X44 F",297889,08," W106H",0,0,1769845,331449
"DEERE 57-T2-5X44 H",297916,08," W108H",0,0,1168165,249600
"DEERE 57-T2-5X44 YA",297831,08," X101H",0,0,2015562,309537
"DEERE 57-T2-5X44 YB",297955,08," X102H",0,0,1787751,296725
"DEERE 57-T2-5X44 YC",297917,08," X103H",0,0,1960875,404121
"DEES STATE",41165,08," ",4896,9021,0,0
"DEGUELLO UNIT 54-7-2",300548,08," 606H",0,0,3958646,656369
"DEGUELLO UNIT 54-7-2",300664,08," 602H",0,0,3569344,582138
"DEGUELLO UNIT 54-7-2",300665,08," 603H",0,0,3138960,610312
"DEGUELLO UNIT 54-7-2",300666,08," 604H",0,0,4298068,501037
"DEGUELLO UNIT 54-7-2",300667,08," 605H",0,0,3160443,590199
"DEGUELLO UNIT 54-7-2",300672,08," 601H",0,0,2724185,592918
"DEGUELLO UNIT 54-7-2",300701,08," 701H",0,0,2560130,328591
"DEGUELLO UNIT 54-7-2",51887,08," ",0,0,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,901066,15933
"DELIGHTFUL DASHER 11",289065,08," 1H",0,0,868940,97796
